site,latitude,longitude,month,season,temp_mean,temp_max,humidity_mean,humidity_min,wind_max,rain_total,dry_days,seasonal_pattern,days_since_last,active_fires_7d,active_fires_3d,fire_max_brightness,fire_avg_brightness,persistent_fires,earthquakes_30d,earthquakes_7d,earthquake_max_mag,earthquake_avg_mag,earthquake_5plus,seismic_trend,event_occurred
Tokyo,35.6762,139.6503,7,2,8.893749999999999,13.23,61.291666666666664,39,5.1,14.780000000000001,19,0.0004544421722335833,5,1,0,300.19,300.19,0,2,0,4.9,4.65,0,0.0,1
Osaka,34.6937,135.5023,12,0,10.739166666666668,13.38,75.29166666666667,39,6.88,25.06,10,0.0,999,6,0,313.35,308.48,1,0,0,0.0,0.0,0,0.0,0
Osaka,34.6937,135.5023,11,3,10.739166666666668,13.38,75.29166666666667,39,6.88,25.06,10,0.0006816632583503749,999,6,0,313.35,308.48,1,0,0,0.0,0.0,0,0.0,0
Osaka,34.6937,135.5023,10,3,10.739166666666668,13.38,75.29166666666667,39,6.88,25.06,10,0.0006816632583503749,999,6,0,313.35,308.48,1,0,0,0.0,0.0,0,0.0,0
Osaka,34.6937,135.5023,9,3,10.739166666666668,13.38,75.29166666666667,39,6.88,25.06,10,0.0006816632583503749,13,6,0,313.35,308.48,1,0,0,0.0,0.0,0,0.0,1
Osaka,34.6937,135.5023,8,2,10.739166666666668,13.38,75.29166666666667,39,6.88,25.06,10,0.00022722108611679165,-17,6,0,313.35,308.48,1,0,0,0.0,0.0,0,0.0,1
Osaka,34.6937,135.5023,7,2,10.739166666666668,13.38,75.29166666666667,39,6.88,25.06,10,0.00022722108611679165,-28,6,0,313.35,308.48,1,0,0,0.0,0.0,0,0.0,1
Manila,14.5995,120.9842,12,0,26.784583333333334,29.74,73.125,61,3.8,2.85,18,0.00011361054305839582,999,0,0,0.0,0.0,0,4,2,4.8,4.55,0,2.142857142857143,0
Manila,14.5995,120.9842,11,3,26.784583333333334,29.74,73.125,61,3.8,2.85,18,0.00034083162917518747,4,0,0,0.0,0.0,0,4,2,4.8,4.55,0,2.142857142857143,1
Manila,14.5995,120.9842,10,3,26.784583333333334,29.74,73.125,61,3.8,2.85,18,0.00034083162917518747,-26,0,0,0.0,0.0,0,4,2,4.8,4.55,0,2.142857142857143,1
Manila,14.5995,120.9842,9,3,26.784583333333334,29.74,73.125,61,3.8,2.85,18,0.00034083162917518747,999,0,0,0.0,0.0,0,4,2,4.8,4.55,0,2.142857142857143,0
Manila,14.5995,120.9842,8,2,26.784583333333334,29.74,73.125,61,3.8,2.85,18,0.0009088843444671666,999,0,0,0.0,0.0,0,4,2,4.8,4.55,0,2.142857142857143,0
Manila,14.5995,120.9842,7,2,26.784583333333334,29.74,73.125,61,3.8,2.85,18,0.0009088843444671666,1,0,0,0.0,0.0,0,4,2,4.8,4.55,0,2.142857142857143,1
Jakarta,-6.2088,106.8456,12,0,29.258333333333336,31.88,65.875,55,5.14,15.610000000000001,10,0.0,999,1,0,304.02,304.02,0,2,0,4.3,4.25,0,0.0,0
Jakarta,-6.2088,106.8456,11,3,29.258333333333336,31.88,65.875,55,5.14,15.610000000000001,10,0.0,999,1,0,304.02,304.02,0,2,0,4.3,4.25,0,0.0,0
Jakarta,-6.2088,106.8456,10,3,29.258333333333336,31.88,65.875,55,5.14,15.610000000000001,10,0.0,999,1,0,304.02,304.02,0,2,0,4.3,4.25,0,0.0,0
Jakarta,-6.2088,106.8456,9,3,29.258333333333336,31.88,65.875,55,5.14,15.610000000000001,10,0.0,999,1,0,304.02,304.02,0,2,0,4.3,4.25,0,0.0,0
Jakarta,-6.2088,106.8456,8,2,29.258333333333336,31.88,65.875,55,5.14,15.610000000000001,10,0.00022722108611679165,10,1,0,304.02,304.02,0,2,0,4.3,4.25,0,0.0,1
Jakarta,-6.2088,106.8456,7,2,29.258333333333336,31.88,65.875,55,5.14,15.610000000000001,10,0.00022722108611679165,-20,1,0,304.02,304.02,0,2,0,4.3,4.25,0,0.0,1
Bangkok,13.7563,100.5018,12,0,29.674166666666665,34.82,43.333333333333336,26,4.09,0.0,24,0.00022722108611679165,10,37,22,330.8,312.49972972972967,1,0,0,0.0,0.0,0,0.0,1
Bangkok,13.7563,100.5018,11,3,29.674166666666665,34.82,43.333333333333336,26,4.09,0.0,24,0.00022722108611679165,-20,37,22,330.8,312.49972972972967,1,0,0,0.0,0.0,0,0.0,1
Bangkok,13.7563,100.5018,10,3,29.674166666666665,34.82,43.333333333333336,26,4.09,0.0,24,0.00022722108611679165,-29,37,22,330.8,312.49972972972967,1,0,0,0.0,0.0,0,0.0,1
Bangkok,13.7563,100.5018,9,3,29.674166666666665,34.82,43.333333333333336,26,4.09,0.0,24,0.00022722108611679165,7,37,22,330.8,312.49972972972967,1,0,0,0.0,0.0,0,0.0,1
Bangkok,13.7563,100.5018,8,2,29.674166666666665,34.82,43.333333333333336,26,4.09,0.0,24,0.0,-23,37,22,330.8,312.49972972972967,1,0,0,0.0,0.0,0,0.0,1
Bangkok,13.7563,100.5018,7,2,29.674166666666665,34.82,43.333333333333336,26,4.09,0.0,24,0.0,999,37,22,330.8,312.49972972972967,1,0,0,0.0,0.0,0,0.0,0
Sydney,-33.8688,151.2093,12,0,21.340000000000003,28.96,66.625,38,9.09,1.72,17,0.00022722108611679165,15,3,1,329.05,316.81333333333333,0,0,0,0.0,0.0,0,0.0,1
Sydney,-33.8688,151.2093,11,3,21.340000000000003,28.96,66.625,38,9.09,1.72,17,0.0,-15,3,1,329.05,316.81333333333333,0,0,0,0.0,0.0,0,0.0,1
Sydney,-33.8688,151.2093,10,3,21.340000000000003,28.96,66.625,38,9.09,1.72,17,0.0,999,3,1,329.05,316.81333333333333,0,0,0,0.0,0.0,0,0.0,0
Sydney,-33.8688,151.2093,9,3,21.340000000000003,28.96,66.625,38,9.09,1.72,17,0.0,29,3,1,329.05,316.81333333333333,0,0,0,0.0,0.0,0,0.0,1
Sydney,-33.8688,151.2093,8,2,21.340000000000003,28.96,66.625,38,9.09,1.72,17,0.00034083162917518747,-1,3,1,329.05,316.81333333333333,0,0,0,0.0,0.0,0,0.0,1
Sydney,-33.8688,151.2093,7,2,21.340000000000003,28.96,66.625,38,9.09,1.72,17,0.00034083162917518747,-9,3,1,329.05,316.81333333333333,0,0,0,0.0,0.0,0,0.0,1
Melbourne,-37.8136,144.9631,12,0,15.292499999999999,20.76,56.583333333333336,39,8.08,0.48,20,0.0,999,19,0,342.06,323.2921052631579,1,0,0,0.0,0.0,0,0.0,0
Melbourne,-37.8136,144.9631,11,3,15.292499999999999,20.76,56.583333333333336,39,8.08,0.48,20,0.0,999,19,0,342.06,323.2921052631579,1,0,0,0.0,0.0,0,0.0,0
Melbourne,-37.8136,144.9631,10,3,15.292499999999999,20.76,56.583333333333336,39,8.08,0.48,20,0.0,999,19,0,342.06,323.2921052631579,1,0,0,0.0,0.0,0,0.0,0
Melbourne,-37.8136,144.9631,9,3,15.292499999999999,20.76,56.583333333333336,39,8.08,0.48,20,0.0,999,19,0,342.06,323.2921052631579,1,0,0,0.0,0.0,0,0.0,0
Melbourne,-37.8136,144.9631,8,2,15.292499999999999,20.76,56.583333333333336,39,8.08,0.48,20,0.0,999,19,0,342.06,323.2921052631579,1,0,0,0.0,0.0,0,0.0,0
Melbourne,-37.8136,144.9631,7,2,15.292499999999999,20.76,56.583333333333336,39,8.08,0.48,20,0.0,999,19,0,342.06,323.2921052631579,1,0,0,0.0,0.0,0,0.0,0
Brisbane,-27.4698,153.0251,12,0,26.189166666666665,37.21,78.83333333333333,21,6.37,38.77,10,0.0,999,24,11,343.53,321.66125,0,0,0,0.0,0.0,0,0.0,0
Brisbane,-27.4698,153.0251,11,3,26.189166666666665,37.21,78.83333333333333,21,6.37,38.77,10,0.00011361054305839582,6,24,11,343.53,321.66125,0,0,0,0.0,0.0,0,0.0,1
Brisbane,-27.4698,153.0251,10,3,26.189166666666665,37.21,78.83333333333333,21,6.37,38.77,10,0.00011361054305839582,-24,24,11,343.53,321.66125,0,0,0,0.0,0.0,0,0.0,1
Brisbane,-27.4698,153.0251,9,3,26.189166666666665,37.21,78.83333333333333,21,6.37,38.77,10,0.00011361054305839582,999,24,11,343.53,321.66125,0,0,0,0.0,0.0,0,0.0,0
Brisbane,-27.4698,153.0251,8,2,26.189166666666665,37.21,78.83333333333333,21,6.37,38.77,10,0.0,999,24,11,343.53,321.66125,0,0,0,0.0,0.0,0,0.0,0
Brisbane,-27.4698,153.0251,7,2,26.189166666666665,37.21,78.83333333333333,21,6.37,38.77,10,0.0,999,24,11,343.53,321.66125,0,0,0,0.0,0.0,0,0.0,0
Santiago,-33.4489,-70.6693,12,0,23.701666666666668,31.44,33.166666666666664,14,7.39,0.0,24,0.0,999,71,6,429.44,337.8114084507042,4,3,1,4.5,4.3,0,1.4285714285714284,0
Santiago,-33.4489,-70.6693,11,3,23.701666666666668,31.44,33.166666666666664,14,7.39,0.0,24,0.0,999,71,6,429.44,337.8114084507042,4,3,1,4.5,4.3,0,1.4285714285714284,0
Santiago,-33.4489,-70.6693,10,3,23.701666666666668,31.44,33.166666666666664,14,7.39,0.0,24,0.0,999,71,6,429.44,337.8114084507042,4,3,1,4.5,4.3,0,1.4285714285714284,0
Santiago,-33.4489,-70.6693,9,3,23.701666666666668,31.44,33.166666666666664,14,7.39,0.0,24,0.0,999,71,6,429.44,337.8114084507042,4,3,1,4.5,4.3,0,1.4285714285714284,0
Santiago,-33.4489,-70.6693,8,2,23.701666666666668,31.44,33.166666666666664,14,7.39,0.0,24,0.00011361054305839582,999,71,6,429.44,337.8114084507042,4,3,1,4.5,4.3,0,1.4285714285714284,0
Santiago,-33.4489,-70.6693,7,2,23.701666666666668,31.44,33.166666666666664,14,7.39,0.0,24,0.00011361054305839582,999,71,6,429.44,337.8114084507042,4,3,1,4.5,4.3,0,1.4285714285714284,0
Lima,-12.0464,-77.0428,12,0,20.955000000000002,23.63,76.95833333333333,66,4.72,0.0,24,0.0,999,9,6,344.39,319.49,0,0,0,0.0,0.0,0,0.0,0
Lima,-12.0464,-77.0428,11,3,20.955000000000002,23.63,76.95833333333333,66,4.72,0.0,24,0.0,999,9,6,344.39,319.49,0,0,0,0.0,0.0,0,0.0,0
Lima,-12.0464,-77.0428,10,3,20.955000000000002,23.63,76.95833333333333,66,4.72,0.0,24,0.0,999,9,6,344.39,319.49,0,0,0,0.0,0.0,0,0.0,0
Lima,-12.0464,-77.0428,9,3,20.955000000000002,23.63,76.95833333333333,66,4.72,0.0,24,0.0,999,9,6,344.39,319.49,0,0,0,0.0,0.0,0,0.0,0
Lima,-12.0464,-77.0428,8,2,20.955000000000002,23.63,76.95833333333333,66,4.72,0.0,24,0.0,999,9,6,344.39,319.49,0,0,0,0.0,0.0,0,0.0,0
Lima,-12.0464,-77.0428,7,2,20.955000000000002,23.63,76.95833333333333,66,4.72,0.0,24,0.0,999,9,6,344.39,319.49,0,0,0,0.0,0.0,0,0.0,0
Mexico City,19.4326,-99.1332,12,0,15.155,20.1,62.416666666666664,36,4.54,0.3,23,0.0,999,43,9,340.96,311.09999999999997,3,0,0,0.0,0.0,0,0.0,0
Mexico City,19.4326,-99.1332,11,3,15.155,20.1,62.416666666666664,36,4.54,0.3,23,0.0,999,43,9,340.96,311.09999999999997,3,0,0,0.0,0.0,0,0.0,0
Mexico City,19.4326,-99.1332,10,3,15.155,20.1,62.416666666666664,36,4.54,0.3,23,0.0,999,43,9,340.96,311.09999999999997,3,0,0,0.0,0.0,0,0.0,0
Mexico City,19.4326,-99.1332,9,3,15.155,20.1,62.416666666666664,36,4.54,0.3,23,0.0,999,43,9,340.96,311.09999999999997,3,0,0,0.0,0.0,0,0.0,0
Mexico City,19.4326,-99.1332,8,2,15.155,20.1,62.416666666666664,36,4.54,0.3,23,0.00022722108611679165,999,43,9,340.96,311.09999999999997,3,0,0,0.0,0.0,0,0.0,0
Mexico City,19.4326,-99.1332,7,2,15.155,20.1,62.416666666666664,36,4.54,0.3,23,0.00022722108611679165,999,43,9,340.96,311.09999999999997,3,0,0,0.0,0.0,0,0.0,0
Quito,-0.1807,-78.4678,12,0,11.96875,17.27,83.375,58,3.06,6.299999999999999,4,0.0,24,46,4,347.9,316.24260869565217,2,3,2,5.1,4.6000000000000005,1,2.8571428571428568,1
Quito,-0.1807,-78.4678,11,3,11.96875,17.27,83.375,58,3.06,6.299999999999999,4,0.00011361054305839582,-6,46,4,347.9,316.24260869565217,2,3,2,5.1,4.6000000000000005,1,2.8571428571428568,1
Quito,-0.1807,-78.4678,10,3,11.96875,17.27,83.375,58,3.06,6.299999999999999,4,0.00011361054305839582,999,46,4,347.9,316.24260869565217,2,3,2,5.1,4.6000000000000005,1,2.8571428571428568,0
Quito,-0.1807,-78.4678,9,3,11.96875,17.27,83.375,58,3.06,6.299999999999999,4,0.00011361054305839582,999,46,4,347.9,316.24260869565217,2,3,2,5.1,4.6000000000000005,1,2.8571428571428568,0
Quito,-0.1807,-78.4678,8,2,11.96875,17.27,83.375,58,3.06,6.299999999999999,4,0.0,999,46,4,347.9,316.24260869565217,2,3,2,5.1,4.6000000000000005,1,2.8571428571428568,0
Quito,-0.1807,-78.4678,7,2,11.96875,17.27,83.375,58,3.06,6.299999999999999,4,0.0,999,46,4,347.9,316.24260869565217,2,3,2,5.1,4.6000000000000005,1,2.8571428571428568,0
San Jose CR,9.9281,-84.0907,12,0,18.735,27.71,74.79166666666667,30,3.95,0.1,23,0.0,999,6,4,325.63,313.65333333333336,0,4,0,5.1,4.575,1,0.0,0
San Jose CR,9.9281,-84.0907,11,3,18.735,27.71,74.79166666666667,30,3.95,0.1,23,0.0004544421722335833,6,6,4,325.63,313.65333333333336,0,4,0,5.1,4.575,1,0.0,1
San Jose CR,9.9281,-84.0907,10,3,18.735,27.71,74.79166666666667,30,3.95,0.1,23,0.0004544421722335833,-24,6,4,325.63,313.65333333333336,0,4,0,5.1,4.575,1,0.0,1
San Jose CR,9.9281,-84.0907,9,3,18.735,27.71,74.79166666666667,30,3.95,0.1,23,0.0004544421722335833,-24,6,4,325.63,313.65333333333336,0,4,0,5.1,4.575,1,0.0,1
San Jose CR,9.9281,-84.0907,8,2,18.735,27.71,74.79166666666667,30,3.95,0.1,23,0.00011361054305839582,-20,6,4,325.63,313.65333333333336,0,4,0,5.1,4.575,1,0.0,1
San Jose CR,9.9281,-84.0907,7,2,18.735,27.71,74.79166666666667,30,3.95,0.1,23,0.00011361054305839582,999,6,4,325.63,313.65333333333336,0,4,0,5.1,4.575,1,0.0,0
Anchorage,61.2181,-149.9003,12,0,-17.29625,-14.65,80.54166666666667,70,1.65,0.0,24,0.0,999,0,0,0.0,0.0,0,66,15,6.0,2.9702525307846033,1,0.9740259740259739,0
Anchorage,61.2181,-149.9003,11,3,-17.29625,-14.65,80.54166666666667,70,1.65,0.0,24,0.0,999,0,0,0.0,0.0,0,66,15,6.0,2.9702525307846033,1,0.9740259740259739,0
Anchorage,61.2181,-149.9003,10,3,-17.29625,-14.65,80.54166666666667,70,1.65,0.0,24,0.0,999,0,0,0.0,0.0,0,66,15,6.0,2.9702525307846033,1,0.9740259740259739,0
Anchorage,61.2181,-149.9003,9,3,-17.29625,-14.65,80.54166666666667,70,1.65,0.0,24,0.0,999,0,0,0.0,0.0,0,66,15,6.0,2.9702525307846033,1,0.9740259740259739,0
Anchorage,61.2181,-149.9003,8,2,-17.29625,-14.65,80.54166666666667,70,1.65,0.0,24,0.0009088843444671666,999,0,0,0.0,0.0,0,66,15,6.0,2.9702525307846033,1,0.9740259740259739,0
Anchorage,61.2181,-149.9003,7,2,-17.29625,-14.65,80.54166666666667,70,1.65,0.0,24,0.0009088843444671666,999,0,0,0.0,0.0,0,66,15,6.0,2.9702525307846033,1,0.9740259740259739,0
Honolulu,21.3099,-157.8581,12,0,23.97583333333333,25.87,73.66666666666667,64,10.3,3.08,17,0.0,999,0,0,0.0,0.0,0,1,1,2.69,2.69,0,4.285714285714286,0
Honolulu,21.3099,-157.8581,11,3,23.97583333333333,25.87,73.66666666666667,64,10.3,3.08,17,0.00022722108611679165,999,0,0,0.0,0.0,0,1,1,2.69,2.69,0,4.285714285714286,0
Honolulu,21.3099,-157.8581,10,3,23.97583333333333,25.87,73.66666666666667,64,10.3,3.08,17,0.00022722108611679165,999,0,0,0.0,0.0,0,1,1,2.69,2.69,0,4.285714285714286,0
Honolulu,21.3099,-157.8581,9,3,23.97583333333333,25.87,73.66666666666667,64,10.3,3.08,17,0.00022722108611679165,8,0,0,0.0,0.0,0,1,1,2.69,2.69,0,4.285714285714286,1
Honolulu,21.3099,-157.8581,8,2,23.97583333333333,25.87,73.66666666666667,64,10.3,3.08,17,0.0,-22,0,0,0.0,0.0,0,1,1,2.69,2.69,0,4.285714285714286,1
Honolulu,21.3099,-157.8581,7,2,23.97583333333333,25.87,73.66666666666667,64,10.3,3.08,17,0.0,999,0,0,0.0,0.0,0,1,1,2.69,2.69,0,4.285714285714286,0
Wellington,-41.2865,174.7762,12,0,17.044583333333332,19.74,80.08333333333333,69,14.12,4.24,20,0.0,999,0,0,0.0,0.0,0,3,0,4.5,4.233333333333333,0,0.0,0
Wellington,-41.2865,174.7762,11,3,17.044583333333332,19.74,80.08333333333333,69,14.12,4.24,20,0.0,999,0,0,0.0,0.0,0,3,0,4.5,4.233333333333333,0,0.0,0
Wellington,-41.2865,174.7762,10,3,17.044583333333332,19.74,80.08333333333333,69,14.12,4.24,20,0.0,999,0,0,0.0,0.0,0,3,0,4.5,4.233333333333333,0,0.0,0
Wellington,-41.2865,174.7762,9,3,17.044583333333332,19.74,80.08333333333333,69,14.12,4.24,20,0.0,999,0,0,0.0,0.0,0,3,0,4.5,4.233333333333333,0,0.0,0
Wellington,-41.2865,174.7762,8,2,17.044583333333332,19.74,80.08333333333333,69,14.12,4.24,20,0.00011361054305839582,999,0,0,0.0,0.0,0,3,0,4.5,4.233333333333333,0,0.0,0
Wellington,-41.2865,174.7762,7,2,17.044583333333332,19.74,80.08333333333333,69,14.12,4.24,20,0.00011361054305839582,27,0,0,0.0,0.0,0,3,0,4.5,4.233333333333333,0,0.0,1
Auckland,-36.8485,174.7633,12,0,19.643333333333334,24.27,78.29166666666667,51,7.29,5.76,19,0.0,999,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0
Auckland,-36.8485,174.7633,11,3,19.643333333333334,24.27,78.29166666666667,51,7.29,5.76,19,0.00011361054305839582,999,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0
Auckland,-36.8485,174.7633,10,3,19.643333333333334,24.27,78.29166666666667,51,7.29,5.76,19,0.00011361054305839582,9,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1
Auckland,-36.8485,174.7633,9,3,19.643333333333334,24.27,78.29166666666667,51,7.29,5.76,19,0.00011361054305839582,-21,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1
Auckland,-36.8485,174.7633,8,2,19.643333333333334,24.27,78.29166666666667,51,7.29,5.76,19,0.00011361054305839582,999,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0
Auckland,-36.8485,174.7633,7,2,19.643333333333334,24.27,78.29166666666667,51,7.29,5.76,19,0.00011361054305839582,13,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,1
Port-au-Prince,18.5944,-72.3074,12,0,24.85833333333333,29.9,76.08333333333333,53,2.98,1.17,20,0.0,999,19,10,336.0,316.44368421052627,0,0,0,0.0,0.0,0,0.0,0
Port-au-Prince,18.5944,-72.3074,11,3,24.85833333333333,29.9,76.08333333333333,53,2.98,1.17,20,0.00022722108611679165,20,19,10,336.0,316.44368421052627,0,0,0,0.0,0.0,0,0.0,1
Port-au-Prince,18.5944,-72.3074,10,3,24.85833333333333,29.9,76.08333333333333,53,2.98,1.17,20,0.00022722108611679165,-10,19,10,336.0,316.44368421052627,0,0,0,0.0,0.0,0,0.0,1
Port-au-Prince,18.5944,-72.3074,9,3,24.85833333333333,29.9,76.08333333333333,53,2.98,1.17,20,0.00022722108611679165,-6,19,10,336.0,316.44368421052627,0,0,0,0.0,0.0,0,0.0,1
Port-au-Prince,18.5944,-72.3074,8,2,24.85833333333333,29.9,76.08333333333333,53,2.98,1.17,20,0.0,999,19,10,336.0,316.44368421052627,0,0,0,0.0,0.0,0,0.0,0
Port-au-Prince,18.5944,-72.3074,7,2,24.85833333333333,29.9,76.08333333333333,53,2.98,1.17,20,0.0,999,19,10,336.0,316.44368421052627,0,0,0,0.0,0.0,0,0.0,0
Managua,12.1364,-86.2514,12,0,25.64833333333333,30.96,73.54166666666667,49,8.26,0.25,22,0.00011361054305839582,999,17,11,335.56,313.40058823529415,0,3,2,4.5,4.433333333333334,0,2.8571428571428568,0
Managua,12.1364,-86.2514,11,3,25.64833333333333,30.96,73.54166666666667,49,8.26,0.25,22,0.00022722108611679165,999,17,11,335.56,313.40058823529415,0,3,2,4.5,4.433333333333334,0,2.8571428571428568,0
Managua,12.1364,-86.2514,10,3,25.64833333333333,30.96,73.54166666666667,49,8.26,0.25,22,0.00022722108611679165,24,17,11,335.56,313.40058823529415,0,3,2,4.5,4.433333333333334,0,2.8571428571428568,1
Managua,12.1364,-86.2514,9,3,25.64833333333333,30.96,73.54166666666667,49,8.26,0.25,22,0.00022722108611679165,-6,17,11,335.56,313.40058823529415,0,3,2,4.5,4.433333333333334,0,2.8571428571428568,1
Managua,12.1364,-86.2514,8,2,25.64833333333333,30.96,73.54166666666667,49,8.26,0.25,22,0.00011361054305839582,-20,17,11,335.56,313.40058823529415,0,3,2,4.5,4.433333333333334,0,2.8571428571428568,1
Managua,12.1364,-86.2514,7,2,25.64833333333333,30.96,73.54166666666667,49,8.26,0.25,22,0.00011361054305839582,999,17,11,335.56,313.40058823529415,0,3,2,4.5,4.433333333333334,0,2.8571428571428568,0
